ENZYME	Cortex_1	Cortex_2	Cortex_3	PDGFRA_4	PDGFRA_5	PDGFRA_6	PDGFRA_7	NTRK_8	NTRK_9	NTRK_10
FYN	-1.35548934465712	-1.00836685936306	-1.03533969438143	0.887729702337766	0.431802672226399	-0.241868732153198	-0.226829217159879	1.17842965944935	1.59666597590481	-0.226734162203635
MAPKAPK2	-1.47835344401992	-1.32383773372353	-1.07683607716942	-0.285554099575243	0.781629740785861	-0.0492949348649267	1.09350537085701	0.537497180608347	1.12482663984906	0.676417357252777
RPS6KB1	-0.984559851361956	-1.2860482644895	-0.946680907510793	1.37719691440482	1.28512028578017	0.971448608655712	0.286262068422622	-0.609587491491486	-0.561705597272272	0.468554234862678
PRKCB	-1.13425165459563	-1.27958966651823	-1.01580577197129	-0.220197577987657	-0.0873844311657455	0.426323259342017	-0.273476043653454	1.7398476551237	0.881186131940945	0.963348099485348
AKT2	-1.36064483780545	-1.57450772916036	-1.23909061046882	0.618148781969586	0.305522394628725	0.434650959107569	1.17757297886035	0.464156101296193	0.28845757027143	0.885734391300781
CSNK1E	1.45034574078476	1.73800440500837	0.76839929245922	-0.789624583531476	-0.224825468543397	-0.712587216487737	-0.0198305550634216	-1.01534397363564	-1.02081911786172	-0.173718523128964
PIM3	-0.617834364249576	-1.85897500949855	-1.15904851552932	1.33108335563284	0.582744598228168	0.803098278539692	0.267249157609129	0.732190794880424	0.435136152094382	-0.515644447707184
PRKCQ	-1.09145760317277	-1.65607385065342	-1.23795271203456	0.295395216140516	0.579185938413566	0.562898221370746	1.3385271237203	-0.0997202152993909	0.394363313804212	0.914834567710791
MARK4	-0.648952319366637	-1.25708231308678	-0.640635199090921	0.280115628771263	0.591722263631083	0.00102356508972385	1.54149250578233	-1.40434749054358	0.206846026065779	1.32981733274775
CSNK2A1	0.364875182112323	1.06934545012911	0.626411498438326	-0.368660000005246	0.0598160363320525	-0.111125407861715	0.748647236429646	-1.56960559438784	-1.79170710887827	0.972002707691622
RPS6KA1	-1.20868837415344	-1.62761256871595	-1.33125599255226	0.9530262772659	0.424676398921101	0.497585229955392	1.08022245964332	0.279421052412638	0.240863021340842	0.691762495882458
YES1	-0.795144427578424	-1.92507174229138	-1.27192864994179	1.09058499884883	0.217798850227614	0.715170511140038	0.115479247160389	0.59564124540715	0.890480554782444	0.366989412245129
PIM1	0.00887050940447147	-0.617544980580115	-0.695023733567558	2.27788809788973	0.643151984928532	0.497101309493337	-0.686559404246025	0.113668720809525	-0.216927585222262	-1.32462491890963
RPS6KA5	-0.647045448577112	-1.04408988562933	-1.25860758406056	2.13198001201854	0.703521453139396	0.674203088336286	0.103413512978731	0.0145892415511029	-0.046100496042376	-0.631863893714682
CDK1	-1.25137510804322	-1.51374187449532	-0.99585910906639	0.0607841295976042	0.356373281819748	0.516382203968844	0.199550196837456	1.23776051726638	1.47463555498461	-0.0845097928697103
PRKAA2	-1.35395454074218	-1.34173359576327	-1.39976112420493	0.39567298052199	0.146958914426705	0.605614271542876	0.451211627726959	1.02502091583153	0.222568524051651	1.24840202660868
PRKAB1	-1.12655745418136	-1.0639990210836	-1.10294722208506	-0.652400184223769	-0.388596468826817	0.385020277635821	0.265817858151755	1.07423142791191	1.18594845563676	1.42348233106438
CDK4	-0.945513514052422	-1.24936468750465	-1.16261888960912	0.442206392386858	0.394745554900908	0.550722482744618	1.53139925336793	-0.745495693586045	-0.0924978507225077	1.27641695207443
DCLK1	0.56535100287359	-1.06394844154901	-0.521105762438258	0.767685668545533	-0.0931558973588015	1.71812254089998	-1.50737884718104	1.0242225670741	-0.374939741647448	-0.514853089218661
WNK4	-0.586675249935775	-1.50197015870886	-1.55493328834243	0.285623432539311	0.538514310273142	1.58892585504445	0.533617813188313	0.209609339068732	-0.321337293815566	0.808625240688675
PRKD1	-0.960223465090806	-1.28120081410696	-0.744332985076081	0.16253078324963	0.0296985883776101	0.131102025539914	2.07079356323775	-0.59651731062121	0.100056012578238	1.08809360191192
STK38	-1.37574403406367	-1.6728762897561	-1.13485544885507	0.263533995384343	0.35786565593466	0.353300013810946	0.576279187078748	0.734172281314761	1.06241564186419	0.835908997287197
SIK1	-1.24492478707294	-1.40590885191013	-1.43340042914338	1.07429492435759	0.206106445446014	0.5987108571082	0.898949025575493	-0.0508443732018693	0.421157359398023	0.935859829442999
CAMK2A	-1.27396061690129	-1.459122082138	-1.0150005671143	-0.151430005693301	0.0215409623816435	0.168239985533118	0.998993447688712	0.243530771030622	1.41417001031298	1.05303809489982
CSNK1D	-1.64686409578125	-1.37763665333746	-1.12588495594657	0.277812182908261	0.420563822474805	0.838674895069098	0.347318008452349	0.696438253344142	1.1894282520215	0.380150290795137
CDK2	1.02489791441777	1.28358482648901	1.20333319055259	-0.529168246889899	-0.44859327230673	-0.609193332966759	-1.50462478532078	0.704568785113282	-0.0107206267502665	-1.11408445233822
PDPK1	-0.576547113199007	0.0140729032068104	-0.370022617071867	-0.35644497393862	0.69690712903996	0.0908674986269969	-1.7515134673247	2.07917361119082	0.58858740055918	-0.41508037108957
PRKCD	-1.1667639718515	-1.19522975021165	-1.38985949245956	-0.321250942389178	0.441758300068466	0.0132024034879271	1.20164441384073	0.353927385907445	1.4078071391839	0.654764514423415
CAMK2D	-1.29484580397464	-1.33527421559532	-1.33282476162351	0.414597629539456	0.209222496714317	0.678381626949254	-0.154310346049626	1.13424350070131	1.26774992121215	0.413059952126617
ATM	-0.236870604973443	-0.132535012978126	-0.0323453384318025	0.0652198578261483	-0.458306151820511	0.876590453993017	1.50222698976499	-1.68342697389587	-1.1433848292548	1.24283160977039
AURKB	-1.45018869280493	-1.52673577088074	-1.20308724761031	0.586421220910807	0.331368978480486	0.772236793088463	0.666857272610069	0.43925094954435	1.17844092317609	0.205435573485725
GSK3A	-1.43417405372809	-1.26189750288143	-1.4274101904744	0.494669100416106	0.52273338562631	0.297084617961066	0.456657919428061	0.702563928343397	0.257416144899242	1.39235665040974
MAP2K1	-1.42186449456874	-0.870508171811968	-1.6329049178412	0.293057675214015	0.0581326480590853	-0.0165154121719334	0.871652339984077	0.973050685584223	1.21494048036967	0.530959167182771
PRKCZ	-1.50495256052247	-1.48799967048858	-1.26357611247574	0.560627901055327	0.30598168776283	0.450316928214742	1.04055072165302	0.695781737741276	0.494747380963251	0.708521986096343
HCK	-0.63389062060559	-0.513094922071204	-0.453277200029473	-0.136203303614015	-1.08684112098765	-0.267535073339812	1.4085353654698	-0.860273237535318	1.94274644010516	0.599833672608108
CHUK	-1.09500372241151	0.417652249287896	-0.714738069449622	-0.807477985250938	0.440811192878521	0.190860173679885	1.82247822367172	-1.00873610197966	-0.520021238884609	1.27417527845831
MAPK8	-1.34109389025997	-1.4871630834345	-1.19444672393304	0.659866318782367	0.516797846128042	0.605933752160263	0.791426721491226	0.191161316624817	-0.0923085803015738	1.34982632274238
PRKG2	-1.1019055940741	-0.343906598863481	-0.790465999141275	-0.501561796167702	-0.0790296743917362	0.898975146565729	-0.754496451835734	1.90819106767747	-0.476465943658159	1.24066584388899
LYN	-0.11533116779387	0.547151357475538	0.19328870861083	-1.01468768100003	-0.303131737976627	0.127332455745338	1.99483312563238	-0.493501583252105	-1.66199571392244	0.726042236480984
