ENZYME	Cortex_1	Cortex_2	Cortex_3	PDGFRA_4	PDGFRA_5	PDGFRA_6	PDGFRA_7	NTRK_8	NTRK_9	NTRK_10
FYN	-1.10421627599377	-1.07752789745827	-1.07960169348602	-0.931747243878115	-0.966801017919491	-1.01859598427955	-1.01743967696401	-0.909396889682317	-0.877240951638138	-1.01743236870033
MAPKAPK2	-1.14222309849478	-1.12735811260567	-1.1035956347824	-1.02747136619714	-0.924804312487036	-1.00474235603465	-0.894800717180951	-0.948290772570286	-0.891787494637414	-0.934926135009671
RPS6KB1	-1.52506871908724	-1.86109569132941	-1.48285035758539	1.10725126608357	1.0046263246802	0.655020371838279	-0.108661244138814	-1.10713946782785	-1.05377221642076	0.0945143410084782
PRKCB	-1.14358300498524	-1.1619810989231	-1.12858914036408	-1.02787444021778	-1.01106184784026	-0.946032457238732	-1.03461887137668	-0.779755618140802	-0.888452132943541	-0.878051387969771
AKT2	-1.30613631721134	-1.35425408911511	-1.27878739965081	-0.8609205089066	-0.931259430735737	-0.902206336145603	-0.735053670892303	-0.895567869355848	-0.935098906209018	-0.800715471777641
CSNK1E	0.0327646023474215	0.227285498375294	-0.42838206441244	-1.4819508877556	-1.10002173495306	-1.42985658458061	-0.961399822211772	-1.63458713159144	-1.63828954035988	-1.06546213341248
PIM3	0.757832659318821	0.271353196758767	0.545697499252697	1.52173355046397	1.22841350014683	1.31478367936981	1.10475140513768	1.28699066922701	1.17055665868461	0.797887181639801
PRKCQ	-1.38444625971808	-1.58332215181778	-1.43604652023685	-0.895952361636663	-0.795992196987651	-0.801729251618318	-0.52852795678953	-1.03512464769927	-0.861092633812496	-0.677766019683363
MARK4	-1.06216951173042	-1.12042825224175	-1.06137273315191	-0.973164974761527	-0.94331311698544	-0.999901942654409	-0.852325304093031	-1.1345362289053	-0.980184189099689	-0.872603746376519
CSNK2A1	-0.978392151825722	-0.936673538609891	-0.962904014259017	-1.02183198446638	-0.996457704182653	-1.0065808283465	-0.95566523399258	-1.09295178471905	-1.10610459981764	-0.942438159780562
RPS6KA1	-1.46306112039432	-1.62355534789136	-1.51001805314349	-0.634885694979013	-0.837302043028944	-0.809369909563173	-0.586155511102774	-0.892950881005552	-0.907722864794021	-0.734978574097346
YES1	-1.04589238555131	-1.1111070285435	-1.07341036165549	-0.937056029687505	-0.987429568188364	-0.958723371888402	-0.993335024493602	-0.965622097399671	-0.948605214941298	-0.978818917650857
PIM1	0.521605135541507	-0.324680031354704	-0.429353559470207	3.58704007331569	1.37851722177721	1.18120326289184	-0.417918279744423	0.663187157773321	0.216552688321957	-1.27994258980913
RPS6KA5	-1.07839104575502	-1.58790399746611	-1.86318690165043	2.48783311751696	0.654743244416048	0.617120033520361	-0.115353851532698	-0.229338868058002	-0.307219841707704	-1.05890909837667
CDK1	0.60599121447435	0.523382242673933	0.686443149143772	1.01913853082745	1.112207924755	1.16258843870642	1.062830505579	1.3897220865631	1.4643047159704	0.973391191306589
PRKAA2	-1.2407935404233	-1.23862011102058	-1.24893999517845	-0.92963168632124	-0.973864146663172	-0.892294755704466	-0.919754436318833	-0.81770553744315	-0.960417383833428	-0.777978407093387
PRKAB1	-1.09235475687789	-1.08722624003398	-1.09041919892034	-1.0534835220143	-1.03185699252968	-0.968436182280686	-0.978208351848999	-0.911934911098263	-0.90277639113432	-0.883303453261548
CDK4	-1.15614767955654	-1.20632745484261	-1.19200174204067	-0.926971427663332	-0.934809390350378	-0.909050440335199	-0.747095693150764	-1.12311555672423	-1.01527564073874	-0.789204974597542
DCLK1	-0.980751276141206	-1.03622466334591	-1.01774228907602	-0.973862309664125	-1.00317171480189	-0.941502418537767	-1.05132230956078	-0.965127898839224	-1.01276571813612	-1.01752940189695
WNK4	-1.05658883221288	-1.14487527351671	-1.14998392887013	-0.972449670406577	-0.948056619140456	-0.846737256054925	-0.948528919705367	-0.979781748556613	-1.03099517527876	-0.922002576257578
PRKD1	-1.20456735117071	-1.2729488149249	-1.15857374109432	-0.96537421441796	-0.993672971158498	-0.97206984095595	-0.558835240489727	-1.12708288288885	-0.978683927017033	-0.768191015882047
STK38	-1.16279644468465	-1.19795710948141	-1.13429128364736	-0.968815130983786	-0.957652546535988	-0.958192814410708	-0.931806934662789	-0.913122910785211	-0.874280763724651	-0.901084061083437
SIK1	-2.13719229677993	-2.28424522747755	-2.3093577565079	-0.0186717100222251	-0.811729459874455	-0.453099993050369	-0.178843639633961	-1.04644443595321	-0.615288481832156	-0.145126998868238
